2025-09-01T00:01:50 | Saved analysis | fed_policy | field "fundamental_analysis" len=824
2025-09-01T00:01:51 | Rewrite complete | fed_policy | total_chars=824
2025-09-01T00:01:51 | Added article | SGB2PAZGK | to existing topic fed_policy
2025-09-01T00:02:33 | Node relationship removed | dxy->sx5e | type=INFLUENCES
2025-09-01T00:02:33 | Node relationship created | dxy->usdcny | type=INFLUENCES
2025-09-01T00:02:37 | No replacement of article | dxy | new_article=SGB2PAZGK
2025-09-01T00:02:37 | Added article | SGB2PAZGK | to existing topic dxy
2025-09-01T00:03:23 | Node relationship removed | ust10y->sx5e | type=INFLUENCES
2025-09-01T00:03:23 | Node relationship created | ust10y->usdcny | type=INFLUENCES
2025-09-01T00:03:32 | Article replaced | ust10y | old=22PL3Q360 new=SGB2PAZGK
2025-09-01T00:03:44 | Will rewrite section fundamental because response was: True | topic=ust10y | article=SGB2PAZGK
2025-09-01T00:07:05 | Saved analysis | ust10y | field "fundamental_analysis" len=2960
2025-09-01T00:07:05 | Rewrite complete | ust10y | total_chars=2960
2025-09-01T00:07:05 | Added article | SGB2PAZGK | to existing topic ust10y
2025-09-01T00:07:45 | Error | - | Backfill link_orphan_articles failed for SGB2PAZGK Error: argument of type 'NoneType' is not iterable
2025-09-01T00:08:26 | Topic rejected | name=Vietnam plans mass evacuation, China's Sanya shuts as Typhoon Kajiki intensifies | category=None | failure=proposal_null
2025-09-01T00:08:26 | Failed to create new topic for article | 9380U9VP0 | to new topic None
2025-09-01T00:08:26 | Error | - | Backfill link_orphan_articles: add_article returned status=failed for 9380U9VP0
2025-09-01T00:10:15 | Node relationship created | spx->ust5y | type=INFLUENCES
2025-09-01T00:10:23 | Article replaced | spx | old=4VN4UTWX1 new=FP1RX9J2V
2025-09-01T00:10:28 | No rewrite of section current because response was: False | topic=spx | article=FP1RX9J2V
2025-09-01T00:10:28 | Added article | FP1RX9J2V | to existing topic spx
2025-09-01T00:10:29 | Error | - | find_influences_and_correlates skipped: Topic missing | topic_id=ndx Error: Failed to fetch node from Neo4j: Node with id 'ndx' not found.
2025-09-01T00:10:29 | Replacement of article skipped | ndx | tf=current cnt=0 < 5
2025-09-01T00:10:29 | Added article | FP1RX9J2V | to existing topic ndx
2025-09-01T00:10:59 | Topic rejected | name=UnitedHealth | category=company | failure=relevance_gate_reject
2025-09-01T00:10:59 | Failed to create new topic for article | FP1RX9J2V | to new topic None
2025-09-01T00:12:33 | Node relationship removed | us_inflation->us_unemployment_claims | type=INFLUENCES
2025-09-01T00:12:33 | Node relationship created | us_inflation->gold | type=INFLUENCES
2025-09-01T00:12:36 | No replacement of article | us_inflation | new_article=353Q8SOAO
2025-09-01T00:12:36 | Added article | 353Q8SOAO | to existing topic us_inflation
2025-09-01T00:12:46 | Topic rejected | name=After Nearly Dumping His Entire Portfolio, "The Big Short's" Michael Burry Just Bought 2 Abandoned Stocks Down at Least 40% This Year | category=None | failure=proposal_null
2025-09-01T00:12:46 | Failed to create new topic for article | 353Q8SOAO | to new topic None
2025-09-01T00:13:15 | Topic rejected | name=Ethereum's next upgrade: What you need to know | category=None | failure=proposal_null
2025-09-01T00:13:15 | Failed to create new topic for article | W15PI61FN | to new topic None
2025-09-01T00:13:16 | Error | - | Backfill link_orphan_articles: add_article returned status=failed for W15PI61FN
2025-09-01T00:14:10 | Topic rejected | name=1 Thing Every Investor Should Know About Dogecoin (DOGE) | category=None | failure=proposal_null
2025-09-01T00:14:10 | Failed to create new topic for article | BGRF6R1WM | to new topic None
2025-09-01T00:14:11 | Error | - | Backfill link_orphan_articles: add_article returned status=failed for BGRF6R1WM
2025-09-01T00:16:01 | Node relationship removed | us_inflation->gold | type=INFLUENCES
2025-09-01T00:16:01 | Node relationship created | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-01T00:16:09 | Article replaced | us_inflation | old=S1OY7ISLY new=6SO2E2KXW
2025-09-01T00:16:14 | No rewrite of section current because response was: False | topic=us_inflation | article=6SO2E2KXW
2025-09-01T00:16:14 | Added article | 6SO2E2KXW | to existing topic us_inflation
2025-09-01T00:17:47 | Node relationship removed | fed_policy->usdcny | type=INFLUENCES
2025-09-01T00:17:47 | Node relationship created | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-09-01T00:17:55 | Article replaced | fed_policy | old=4YU6VHFIB new=0J41Q7KTX
2025-09-01T00:18:08 | No rewrite of section current because response was: False | topic=fed_policy | article=0J41Q7KTX
2025-09-01T00:18:08 | Added article | 0J41Q7KTX | to existing topic fed_policy
2025-09-01T00:19:47 | Node relationship removed | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-01T00:19:47 | Node relationship created | us_inflation->usdjpy | type=INFLUENCES
2025-09-01T00:19:51 | No replacement of article | us_inflation | new_article=0J41Q7KTX
2025-09-01T00:19:51 | Added article | 0J41Q7KTX | to existing topic us_inflation
2025-09-01T00:21:15 | Node relationship created | us_core_pce->us_unemployment_claims | type=CORRELATES_WITH
2025-09-01T00:21:15 | Replacement of article skipped | us_core_pce | tf=current cnt=3 < 5
2025-09-01T00:21:15 | Added article | 0J41Q7KTX | to existing topic us_core_pce
2025-09-01T00:22:16 | Node relationship removed | us_unemployment_claims->usdjpy | type=INFLUENCES
2025-09-01T00:22:16 | Node relationship created | us_unemployment_claims->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-01T00:22:17 | Replacement of article skipped | us_unemployment_claims | tf=current cnt=1 < 5
2025-09-01T00:22:17 | Added article | 0J41Q7KTX | to existing topic us_unemployment_claims
2025-09-01T00:23:22 | Node relationship removed | ust10y->ust30y | type=INFLUENCES
2025-09-01T00:23:22 | Node relationship created | ust10y->sx5e | type=INFLUENCES
2025-09-01T00:23:28 | Article replaced | ust10y | old=ZQ5S8SBKK new=0J41Q7KTX
2025-09-01T00:23:33 | Will rewrite section current because response was: True | topic=ust10y | article=0J41Q7KTX
2025-09-01T00:26:31 | Saved analysis | ust10y | field "current_analysis" len=1400
2025-09-01T00:26:31 | Rewrite complete | ust10y | total_chars=1400
2025-09-01T00:26:31 | Added article | 0J41Q7KTX | to existing topic ust10y
2025-09-01T00:27:06 | Node relationship removed | ust2y->us_core_pce | type=INFLUENCES
2025-09-01T00:27:06 | Node relationship created | ust2y->usdcny | type=INFLUENCES
2025-09-01T00:27:13 | No replacement of article | ust2y | new_article=0J41Q7KTX
2025-09-01T00:27:13 | Added article | 0J41Q7KTX | to existing topic ust2y
2025-09-01T00:27:40 | Node relationship created | ust5y->bund10y | type=CORRELATES_WITH
2025-09-01T00:27:41 | Replacement of article skipped | ust5y | tf=current cnt=2 < 5
2025-09-01T00:27:41 | Added article | 0J41Q7KTX | to existing topic ust5y
2025-09-01T00:28:24 | Node relationship removed | ust30y->copper | type=INFLUENCES
2025-09-01T00:28:25 | Node relationship created | ust30y->us_inflation | type=INFLUENCES
2025-09-01T00:28:25 | Replacement of article skipped | ust30y | tf=current cnt=2 < 5
2025-09-01T00:28:25 | Added article | 0J41Q7KTX | to existing topic ust30y
2025-09-01T00:29:49 | Node relationship removed | dxy->us_unemployment_claims | type=CORRELATES_WITH
2025-09-01T00:29:49 | Node relationship created | dxy->fed_powell_rate_cut_hint_2025 | type=CORRELATES_WITH
2025-09-01T00:29:53 | No replacement of article | dxy | new_article=0J41Q7KTX
2025-09-01T00:29:53 | Added article | 0J41Q7KTX | to existing topic dxy
2025-09-01T00:29:59 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for BP3W1EATS
2025-09-01T00:30:12 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 3V387NR39
2025-09-01T00:30:27 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for XBAGBCCCL
2025-09-01T00:31:43 | Node relationship removed | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-09-01T00:31:43 | Node relationship created | fed_policy->usdcny | type=INFLUENCES
2025-09-01T00:31:56 | Article replaced | fed_policy | old=EANB5TFMB new=EPJYXB7DX
2025-09-01T00:32:05 | No rewrite of section medium because response was: False | topic=fed_policy | article=EPJYXB7DX
2025-09-01T00:32:05 | Added article | EPJYXB7DX | to existing topic fed_policy
2025-09-01T00:32:05 | Backfill orphan links completed | processed=19 | failures=81
2025-09-01T09:35:19 | Retrieved articles | US Core PCE | Retrieved 10 from API
2025-09-01T09:35:20 | Retrieved articles | US Core PCE | Retrieved 10 from API
2025-09-01T09:35:22 | Retrieved articles | US Inflation | Retrieved 10 from API
2025-09-01T09:36:18 | Retrieved articles | Japan 10Y JGB Yield | Retrieved 10 from API
2025-09-01T09:36:24 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for FO6DHUAHL
2025-09-01T09:36:33 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 32PCNMY5D
2025-09-01T09:36:50 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for WBOK790XG
2025-09-01T09:37:27 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for XSFLRE8ZT
2025-09-01T09:37:49 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for Y978UO2HQ
2025-09-01T09:38:47 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for EAJLYR9K4
2025-09-01T09:38:59 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for X88WYL7LW
2025-09-01T09:39:21 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for HSV2K5S6B
2025-09-01T09:39:31 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 5PVSG3JPT
2025-09-01T09:41:02 | Node relationship removed | fed_policy->usdcny | type=INFLUENCES
2025-09-01T09:41:03 | Node relationship created | fed_policy->sofr | type=INFLUENCES
2025-09-01T09:42:15 | Article replaced | fed_policy | old=0J41Q7KTX new=HIW0OHZQQ
2025-09-01T09:42:52 | No rewrite of section current because response was: False | topic=fed_policy | article=HIW0OHZQQ
2025-09-01T09:42:53 | Added article | HIW0OHZQQ | to existing topic fed_policy
2025-09-01T09:44:40 | Node relationship created | india_industrial_output->wti | type=INFLUENCES
2025-09-01T09:44:40 | Replacement of article skipped | india_industrial_output | tf=current cnt=3 < 5
2025-09-01T09:44:40 | Added article | 5I34ZHDX8 | to existing topic india_industrial_output
2025-09-01T09:45:09 | Node relationship created | ecb_policy->ust2y | type=INFLUENCES
2025-09-01T09:45:09 | Replacement of article skipped | ecb_policy | tf=current cnt=1 < 5
2025-09-01T09:45:09 | Added article | HIW0OHZQQ | to existing topic ecb_policy
2025-09-01T09:45:28 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 5JMZIAIGO
2025-09-01T09:46:34 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 4Q1P4ZWED
2025-09-01T09:46:47 | Node relationship removed | ust10y->us_unemployment_claims | type=CORRELATES_WITH
2025-09-01T09:46:47 | Node relationship created | ust10y->euro_inflation | type=CORRELATES_WITH
2025-09-01T09:47:23 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for QC6H7S274
2025-09-01T09:47:29 | No replacement of article | ust10y | new_article=55AFDPURW
2025-09-01T09:47:29 | Added article | 55AFDPURW | to existing topic ust10y
2025-09-01T09:47:35 | Node relationship removed | ust10y->us_unemployment_claims | type=CORRELATES_WITH
2025-09-01T09:47:35 | Node relationship created | ust10y->wti | type=CORRELATES_WITH
2025-09-01T09:48:05 | No replacement of article | ust10y | new_article=HIW0OHZQQ
2025-09-01T09:48:05 | Added article | HIW0OHZQQ | to existing topic ust10y
2025-09-01T09:49:41 | Node relationship removed | fed_policy->usdjpy | type=INFLUENCES
2025-09-01T09:49:41 | Node relationship created | fed_policy->gold | type=INFLUENCES
2025-09-01T09:50:07 | Node relationship created | usdcny->us_unemployment_claims | type=CORRELATES_WITH
2025-09-01T09:50:07 | Replacement of article skipped | usdcny | tf=current cnt=2 < 5
2025-09-01T09:50:08 | Added article | 8R6304V0A | to existing topic usdcny
2025-09-01T09:50:19 | Article replaced | fed_policy | old=HIW0OHZQQ new=55AFDPURW
2025-09-01T09:50:37 | Topic rejected | name=Indonesian Markets Tumble Amid Protests, Looting | category=None | failure=proposal_null
2025-09-01T09:50:37 | Failed to create new topic for article | 8R6304V0A | to new topic None
2025-09-01T09:51:19 | Enrichment check | us_inflation | section=fundamental
2025-09-01T09:51:19 | Enrichment check | us_inflation | section=medium
2025-09-01T09:51:19 | Enrichment check | us_inflation | section=current
2025-09-01T09:51:19 | Pipeline complete | pipeline | run complete
2025-09-01T09:51:21 | Retrieved articles | Wheat | Retrieved 10 from API
2025-09-01T09:52:13 | No rewrite of section current because response was: False | topic=fed_policy | article=55AFDPURW
2025-09-01T09:52:14 | Added article | 55AFDPURW | to existing topic fed_policy
2025-09-01T09:52:40 | Node relationship removed | spx->gold | type=CORRELATES_WITH
2025-09-01T09:52:40 | Node relationship created | spx->china_exports | type=CORRELATES_WITH
2025-09-01T09:53:23 | Article replaced | spx | old=FP1RX9J2V new=K2JWRPXRV
2025-09-01T09:54:44 | No rewrite of section current because response was: False | topic=spx | article=K2JWRPXRV
2025-09-01T09:54:44 | Added article | K2JWRPXRV | to existing topic spx
2025-09-01T09:54:44 | Error | - | find_influences_and_correlates skipped: Topic missing | topic_id=ndx Error: Failed to fetch node from Neo4j: Node with id 'ndx' not found.
2025-09-01T09:54:45 | Replacement of article skipped | ndx | tf=current cnt=0 < 5
2025-09-01T09:54:45 | Added article | K2JWRPXRV | to existing topic ndx
2025-09-01T11:10:11 | Retrieved articles | EURUSD | Retrieved 0 from API
2025-09-01T11:10:11 | Retrieved articles | EURUSD | Retrieved 0 from API
2025-09-01T11:10:11 | Enrichment check | eurusd | section=fundamental
2025-09-01T11:10:11 | Enrichment check | eurusd | section=fundamental
2025-09-01T11:11:06 | Enrichment check | eurusd | section=medium
2025-09-01T11:12:17 | Enrichment check | eurusd | section=medium
2025-09-01T11:13:56 | Topic rejected | name=Australian government signs deal to deport former detainees to the tiny island country of Nauru | category=None | failure=proposal_null
2025-09-01T11:13:56 | Failed to create new topic for article | FO6DHUAHL | to new topic None
2025-09-01T11:13:56 | Error | - | Backfill link_orphan_articles: add_article returned status=failed for FO6DHUAHL
2025-09-01T11:14:14 | Node relationship created | eurusd->ecb_policy | type=INFLUENCES
2025-09-01T11:14:14 | Replacement of article skipped | eurusd | tf=medium cnt=2 < 5
2025-09-01T11:14:14 | Added article | KCKB73IZT | to intended topic eurusd
2025-09-01T11:14:22 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 32PCNMY5D
2025-09-01T11:15:20 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for WBOK790XG
2025-09-01T11:15:43 | Node relationship created | eurusd->sofr | type=CORRELATES_WITH
2025-09-01T11:15:43 | Replacement of article skipped | eurusd | tf=current cnt=1 < 5
2025-09-01T11:15:43 | Added article | ZUXOHE4Q9 | to intended topic eurusd
2025-09-01T11:15:44 | Backfill added | ZUXOHE4Q9 -> eurusd | section=medium
2025-09-01T11:15:44 | Enrichment check | eurusd | section=current
2025-09-01T11:15:58 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for XSFLRE8ZT
2025-09-01T11:16:08 | Node relationship removed | fed_policy->sofr | type=INFLUENCES
2025-09-01T11:16:08 | Node relationship created | fed_policy->usdjpy | type=INFLUENCES
