2025-08-31T00:01:25 | Node relationship removed | dxy->china_exports | type=INFLUENCES
2025-08-31T00:01:26 | Node relationship created | dxy->gbpusd | type=INFLUENCES
2025-08-31T00:01:33 | No replacement of article | dxy | new_article=R5JP85CGR
2025-08-31T00:01:34 | Added article | R5JP85CGR | to existing topic dxy
2025-08-31T00:02:09 | No replacement of article | ust10y | new_article=R5JP85CGR
2025-08-31T00:02:09 | Added article | R5JP85CGR | to existing topic ust10y
2025-08-31T00:03:02 | Node relationship removed | spx->bund10y | type=CORRELATES_WITH
2025-08-31T00:03:03 | Node relationship created | spx->us_core_pce | type=CORRELATES_WITH
2025-08-31T00:03:09 | No replacement of article | spx | new_article=R5JP85CGR
2025-08-31T00:03:09 | Added article | R5JP85CGR | to existing topic spx
2025-08-31T00:04:08 | Node relationship removed | gold->china_exports | type=CORRELATES_WITH
2025-08-31T00:04:08 | Node relationship created | gold->us_core_pce | type=CORRELATES_WITH
2025-08-31T00:04:09 | Replacement of article skipped | gold | tf=current cnt=1 < 5
2025-08-31T00:04:09 | Added article | R5JP85CGR | to existing topic gold
2025-08-31T00:05:38 | Node relationship removed | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-08-31T00:05:39 | Node relationship created | us_inflation->ust30y | type=INFLUENCES
2025-08-31T00:05:43 | No replacement of article | us_inflation | new_article=XU1SMVOL3
2025-08-31T00:05:43 | Added article | XU1SMVOL3 | to existing topic us_inflation
2025-08-31T00:06:01 | Node relationship created | us_core_pce->ust10y | type=INFLUENCES
2025-08-31T00:06:01 | Replacement of article skipped | us_core_pce | tf=fundamental cnt=0 < 5
2025-08-31T00:06:01 | Added article | XU1SMVOL3 | to existing topic us_core_pce
2025-08-31T00:06:27 | Node relationship removed | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-08-31T00:06:28 | Node relationship created | fed_policy->us_core_pce | type=INFLUENCES
2025-08-31T00:06:34 | No replacement of article | fed_policy | new_article=XU1SMVOL3
2025-08-31T00:06:34 | Added article | XU1SMVOL3 | to existing topic fed_policy
2025-08-31T00:07:32 | Node relationship removed | ust10y->fed_powell_rate_cut_hint_2025 | type=CORRELATES_WITH
2025-08-31T00:07:32 | Node relationship created | ust10y->us_core_pce | type=CORRELATES_WITH
2025-08-31T00:07:38 | No replacement of article | ust10y | new_article=XU1SMVOL3
2025-08-31T00:07:38 | Added article | XU1SMVOL3 | to existing topic ust10y
2025-08-31T00:08:11 | Node relationship removed | ust2y->fed_policy | type=INFLUENCES
2025-08-31T00:08:11 | Node relationship created | ust2y->us_inflation | type=INFLUENCES
2025-08-31T00:08:18 | No replacement of article | ust2y | new_article=XU1SMVOL3
2025-08-31T00:08:18 | Added article | XU1SMVOL3 | to existing topic ust2y
2025-08-31T00:08:43 | Node relationship created | ust30y->usdcny | type=INFLUENCES
2025-08-31T00:08:48 | No replacement of article | ust30y | new_article=XU1SMVOL3
2025-08-31T00:08:48 | Added article | XU1SMVOL3 | to existing topic ust30y
2025-08-31T00:08:51 | Enrichment check | us_inflation | section=fundamental
2025-08-31T00:08:51 | Enrichment check | us_inflation | section=medium
2025-08-31T00:08:51 | Enrichment check | us_inflation | section=current
2025-08-31T00:08:51 | Pipeline complete | pipeline | run complete
2025-08-31T00:08:52 | Retrieved articles | Japan 10Y JGB Yield | Retrieved 10 from API
2025-08-31T00:13:05 | Node relationship removed | fed_policy->ust5y | type=INFLUENCES
2025-08-31T00:13:06 | Node relationship created | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-08-31T00:13:16 | No replacement of article | fed_policy | new_article=DJWTWIAMJ
2025-08-31T00:13:16 | Added article | DJWTWIAMJ | to existing topic fed_policy
2025-08-31T00:14:20 | Node relationship removed | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-08-31T00:14:20 | Node relationship created | fed_policy->ust5y | type=INFLUENCES
2025-08-31T00:14:29 | Article replaced | fed_policy | old=Q14XEM7PB new=0SLHMTJY5
2025-08-31T00:14:33 | Triggered rewrite | fed_policy | new_article=0SLHMTJY5
2025-08-31T00:18:00 | Saved analysis | fed_policy | field "fundamental_analysis" len=821
2025-08-31T00:22:36 | Saved analysis | fed_policy | field "medium_analysis" len=1993
2025-08-31T00:24:50 | Saved analysis | fed_policy | field "current_analysis" len=1491
2025-08-31T00:28:15 | Saved analysis | fed_policy | field "drivers" len=1585
2025-08-31T00:30:22 | Saved analysis | fed_policy | field "movers_scenarios" len=719
2025-08-31T00:34:11 | Saved analysis | fed_policy | field "swing_trade_or_outlook" len=1103
2025-08-31T00:36:49 | Saved analysis | fed_policy | field "executive_summary" len=1674
2025-08-31T00:36:49 | Rewrite complete | fed_policy | total_chars=9386
2025-08-31T00:36:49 | Added article | 0SLHMTJY5 | to existing topic fed_policy
2025-08-31T00:37:33 | Topic rejected | name=Gold Reserve Provides Update on U.S. Government’s Statement of Interest Supporting Venezuelan Opposition Government in Litigation Regarding Validity of 2020 PDVSA Bonds | category=None | failure=proposal_null
2025-08-31T00:37:33 | Failed to create new topic for article | F6BVENZZR | to new topic None
2025-08-31T00:39:10 | Node relationship created | usdjpy->jgb10y | type=CORRELATES_WITH
2025-08-31T00:39:10 | Replacement of article skipped | usdjpy | tf=medium cnt=2 < 5
2025-08-31T00:39:11 | Added article | 4RX31U0N5 | to existing topic usdjpy
2025-08-31T00:39:23 | Topic rejected | name=Japanese Nail Salon Announces $3 Billion Bitcoin Acquisition Strategy | category=None | failure=proposal_null
2025-08-31T00:39:23 | Failed to create new topic for article | 4RX31U0N5 | to new topic None
2025-08-31T00:40:52 | Node relationship removed | dxy->fed_powell_rate_cut_hint_2025 | type=CORRELATES_WITH
2025-08-31T00:40:53 | Node relationship created | dxy->wti | type=CORRELATES_WITH
2025-08-31T00:41:04 | No replacement of article | dxy | new_article=WB3AYZY83
2025-08-31T00:41:04 | Added article | WB3AYZY83 | to existing topic dxy
2025-08-31T00:41:36 | No replacement of article | ust10y | new_article=WB3AYZY83
2025-08-31T00:41:36 | Added article | WB3AYZY83 | to existing topic ust10y
2025-08-31T00:42:01 | Node relationship removed | ust5y->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-08-31T00:42:01 | Node relationship created | ust5y->us_core_pce | type=INFLUENCES
2025-08-31T00:42:01 | Replacement of article skipped | ust5y | tf=current cnt=0 < 5
2025-08-31T00:42:02 | Added article | WB3AYZY83 | to existing topic ust5y
2025-08-31T00:42:29 | Node relationship removed | ust2y->usdcny | type=INFLUENCES
2025-08-31T00:42:30 | Node relationship created | ust2y->us_core_pce | type=INFLUENCES
2025-08-31T00:42:30 | Replacement of article skipped | ust2y | tf=current cnt=3 < 5
2025-08-31T00:42:30 | Added article | WB3AYZY83 | to existing topic ust2y
2025-08-31T00:43:02 | Node relationship created | ust30y->eurusd | type=INFLUENCES
2025-08-31T00:43:03 | Replacement of article skipped | ust30y | tf=current cnt=0 < 5
2025-08-31T00:43:03 | Added article | WB3AYZY83 | to existing topic ust30y
2025-08-31T00:43:12 | Enrichment check | jgb10y | section=fundamental
2025-08-31T00:43:13 | Enrichment check | jgb10y | section=medium
2025-08-31T00:44:37 | Node relationship created | jgb10y->ust10y | type=INFLUENCES
2025-08-31T00:44:37 | Replacement of article skipped | jgb10y | tf=current cnt=1 < 5
2025-08-31T00:44:38 | Added article | XHDE9MSFQ | to intended topic jgb10y
2025-08-31T00:45:49 | Node relationship removed | fed_policy->ust30y | type=INFLUENCES
2025-08-31T00:45:50 | Node relationship created | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-08-31T00:46:01 | Article replaced | fed_policy | old=0SLHMTJY5 new=XHDE9MSFQ
2025-08-31T00:46:07 | Triggered rewrite | fed_policy | new_article=XHDE9MSFQ
2025-08-31T00:48:05 | Saved analysis | fed_policy | field "fundamental_analysis" len=2515
2025-08-31T00:52:33 | Saved analysis | fed_policy | field "medium_analysis" len=2171
2025-08-31T00:54:59 | Saved analysis | fed_policy | field "current_analysis" len=1099
2025-08-31T00:57:22 | Saved analysis | fed_policy | field "drivers" len=1299
2025-08-31T01:00:02 | Saved analysis | fed_policy | field "movers_scenarios" len=761
2025-08-31T01:01:17 | Saved analysis | fed_policy | field "swing_trade_or_outlook" len=799
2025-08-31T01:03:14 | Saved analysis | fed_policy | field "executive_summary" len=1032
2025-08-31T01:03:14 | Rewrite complete | fed_policy | total_chars=9676
2025-08-31T01:03:14 | Added article | XHDE9MSFQ | to existing topic fed_policy
2025-08-31T01:04:03 | Node relationship removed | dxy->gbpusd | type=CORRELATES_WITH
2025-08-31T01:04:03 | Node relationship created | dxy->us_core_pce | type=CORRELATES_WITH
2025-08-31T01:04:06 | No replacement of article | dxy | new_article=XHDE9MSFQ
2025-08-31T01:04:07 | Added article | XHDE9MSFQ | to existing topic dxy
2025-08-31T01:04:46 | Node relationship created | spx->usdcny | type=INFLUENCES
2025-08-31T01:04:51 | No replacement of article | spx | new_article=XHDE9MSFQ
2025-08-31T01:04:51 | Added article | XHDE9MSFQ | to existing topic spx
2025-08-31T01:06:34 | Node relationship removed | us_inflation->usdjpy | type=INFLUENCES
2025-08-31T01:06:35 | Node relationship created | us_inflation->us_core_pce | type=INFLUENCES
2025-08-31T01:06:41 | No replacement of article | us_inflation | new_article=XHDE9MSFQ
2025-08-31T01:06:41 | Added article | XHDE9MSFQ | to existing topic us_inflation
2025-08-31T01:06:41 | Backfill added | XHDE9MSFQ -> jgb10y | section=medium
2025-08-31T01:08:04 | Node relationship created | jgb10y->ust5y | type=INFLUENCES
2025-08-31T01:08:04 | Replacement of article skipped | jgb10y | tf=current cnt=2 < 5
2025-08-31T01:08:04 | Added article | V2KV12MZQ | to intended topic jgb10y
2025-08-31T01:08:32 | Node relationship removed | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-08-31T01:08:32 | Node relationship created | fed_policy->ust30y | type=INFLUENCES
2025-08-31T01:08:40 | Article replaced | fed_policy | old=XHDE9MSFQ new=V2KV12MZQ
2025-08-31T01:08:50 | Triggered rewrite | fed_policy | new_article=V2KV12MZQ
2025-08-31T01:14:13 | Saved analysis | fed_policy | field "medium_analysis" len=2272
2025-08-31T01:16:12 | Saved analysis | fed_policy | field "current_analysis" len=1270
2025-08-31T01:18:10 | Saved analysis | fed_policy | field "drivers" len=1333
2025-08-31T01:20:19 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for F6BVENZZR
2025-08-31T01:20:51 | Saved analysis | fed_policy | field "movers_scenarios" len=1217
2025-08-31T01:21:00 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 32PCNMY5D
2025-08-31T01:21:30 | Retrieved articles | Wheat | Retrieved 10 from API
2025-08-31T01:21:30 | Retrieved articles | Wheat | Retrieved 10 from API
2025-08-31T01:22:28 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 3G85MRIZZ
2025-08-31T01:23:36 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for OGKPK3ZTT
2025-08-31T01:24:31 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for WBOK790XG
2025-08-31T01:25:19 | Saved analysis | fed_policy | field "swing_trade_or_outlook" len=966
2025-08-31T01:25:28 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for XSFLRE8ZT
2025-08-31T01:26:17 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for Y978UO2HQ
2025-08-31T01:27:11 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for EAJLYR9K4
2025-08-31T01:28:27 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for AKTQ1BW6F
2025-08-31T01:29:13 | Saved analysis | fed_policy | field "executive_summary" len=1081
2025-08-31T01:29:13 | Rewrite complete | fed_policy | total_chars=8139
2025-08-31T01:29:13 | Added article | V2KV12MZQ | to existing topic fed_policy
2025-08-31T01:29:21 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for X88WYL7LW
2025-08-31T01:29:57 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for XTU69Z0W5
2025-08-31T01:30:48 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for HSV2K5S6B
2025-08-31T01:31:16 | Node relationship removed | ust10y->sx5e | type=INFLUENCES
2025-08-31T01:31:18 | Node relationship created | ust10y->usdcny | type=INFLUENCES
2025-08-31T01:31:31 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 8VB6ZZZP7
2025-08-31T01:31:56 | Article replaced | ust10y | old=1V91H60JJ new=V2KV12MZQ
2025-08-31T01:32:04 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 5PVSG3JPT
2025-08-31T01:32:28 | Triggered rewrite | ust10y | new_article=V2KV12MZQ
2025-08-31T01:32:39 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 5I34ZHDX8
2025-08-31T01:33:53 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for OOW8F7L16
2025-08-31T01:34:52 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 5JMZIAIGO
2025-08-31T01:35:05 | Topic rejected | name=Australian government signs deal to deport former detainees to the tiny island country of Nauru | category=None | failure=proposal_null
2025-08-31T01:35:05 | Failed to create new topic for article | FO6DHUAHL | to new topic None
2025-08-31T01:36:09 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for 4Q1P4ZWED
2025-08-31T01:37:04 | Saved analysis | ust10y | field "fundamental_analysis" len=3753
2025-08-31T01:37:09 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for QC6H7S274
2025-08-31T01:38:26 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for K2JWRPXRV
2025-08-31T01:38:44 | Topic rejected | name=US Midstream Sector | category=industry_vertical | failure=relevance_gate_reject
2025-08-31T01:38:44 | Failed to create new topic for article | 6EPGGK142 | to new topic None
2025-08-31T01:41:51 | Saved analysis | ust10y | field "medium_analysis" len=2897
2025-08-31T01:44:29 | Topic rejected | name=Coelho Diniz family raises stake in Brazil's GPA, moves for new board election | category=None | failure=proposal_null
2025-08-31T01:44:29 | Failed to create new topic for article | M64W6AH5E | to new topic None
2025-08-31T01:44:30 | Error | - | Backfill link_orphan_articles: add_article returned status=failed for M64W6AH5E
2025-08-31T01:45:10 | Node relationship removed | fed_policy->us_inflation | type=INFLUENCES
2025-08-31T01:45:11 | Node relationship created | fed_policy->gold | type=INFLUENCES
2025-08-31T01:45:23 | Saved analysis | ust10y | field "current_analysis" len=1107
2025-08-31T01:45:26 | Error | - | Backfill link_orphan_articles: add_article returned status=skipped for E9KQQQ0FK
2025-08-31T01:45:49 | No replacement of article | fed_policy | new_article=NIT6JFIQF
2025-08-31T01:45:49 | Added article | NIT6JFIQF | to existing topic fed_policy
2025-08-31T01:46:42 | Node relationship removed | fed_policy->usdjpy | type=INFLUENCES
2025-08-31T01:46:43 | Node relationship created | fed_policy->us_unemployment_claims | type=INFLUENCES
